Application: Application Number,Total Amount,Application Received Date,Vehicle Category,Vehicle Model,Vehicle Year,Date of Purchase,Purchase or Lease?,Applicant: Postal Code,Applicant: County
M-022254,"$2,500",4/28/2021,BEV,Chevrolet Bolt EV,2021,4/16/2021,Leased,02140,Middlesex
M-022255,"$2,500",4/28/2021,BEV,Tesla Model 3,2021,3/3/2021,Purchased,01969,Essex
M-022256,"$2,500",4/28/2021,BEV,Hyundai Kona Electric,2021,4/19/2021,Leased,01938,Essex
M-022257,"$1,500",4/28/2021,PHEV,Toyota Prius Prime,2021,3/13/2021,Purchased,01880,Middlesex
M-022258,"$1,500",4/28/2021,PHEV,Toyota Prius Prime,2021,4/19/2021,Purchased,01851,Middlesex
M-022259,"$1,500",4/29/2021,PHEV,Toyota Prius Prime,2021,4/25/2021,Purchased,01527,Worcester
M-022260,"$1,500",4/29/2021,PHEV+,Honda Clarity PHEV,2021,4/27/2021,Purchased,01507,Worcester
M-022261,"$2,500",4/29/2021,BEV,Volkswagen ID.4 1st Edition,2021,4/24/2021,Purchased,01915,Essex
M-022263,"$2,500",4/29/2021,BEV,Chevrolet Bolt EV,2020,4/27/2021,Leased,02176,Middlesex
M-022264,"$2,500",4/29/2021,BEV,Hyundai Kona Electric,2021,4/28/2021,Purchased,02420,Middlesex
M-022265,"$1,500",4/29/2021,PHEV+,Chrysler Pacifica,2021,2/26/2021,Purchased,02668,Barnstable
M-022266,"$1,500",4/29/2021,PHEV,Ford Fusion Energi,2020,4/29/2021,Leased,01835,Essex
M-022268,"$1,500",4/29/2021,PHEV,Toyota Prius Prime,2021,3/27/2021,Purchased,02144,Middlesex
M-022269,"$2,500",4/29/2021,BEV,Chevrolet Bolt EV,2020,4/26/2021,Purchased,02138,Middlesex
M-022271,"$1,500",4/29/2021,PHEV,Toyota Prius Prime,2021,4/27/2021,Purchased,01879,Middlesex
M-022272,"$2,500",4/29/2021,BEV,Tesla Model Y,2021,3/12/2021,Leased,01450,Middlesex
M-022273,"$2,500",4/29/2021,BEV,Hyundai Kona Electric,2021,4/17/2021,Purchased,02368,Norfolk
M-022275,"$1,500",4/29/2021,PHEV,Toyota Prius Prime,2021,4/22/2021,Purchased,02169,Norfolk
M-022276,"$1,500",4/29/2021,PHEV+,Honda Clarity PHEV,2021,4/17/2021,Purchased,01062,Hampshire
M-022277,"$1,500",4/29/2021,PHEV,Toyota Rav4 Prime,2021,4/14/2021,Purchased,02453,Middlesex
M-022278,"$1,500",4/29/2021,PHEV+,Chrysler Pacifica,2021,4/29/2021,Purchased,02052,Norfolk
M-022279,"$2,500",4/30/2021,BEV,Chevrolet Bolt EV,2021,4/28/2021,Purchased,02130,Suffolk
M-022280,"$1,500",4/30/2021,PHEV,Toyota Rav4 Prime,2021,4/17/2021,Purchased,02474,Middlesex
M-022281,"$1,500",4/30/2021,PHEV+,Honda Clarity PHEV,2021,4/27/2021,Purchased,02739,Plymouth
M-022282,"$1,500",4/30/2021,PHEV,Toyota Rav4 Prime,2021,4/28/2021,Purchased,01360,Franklin
M-022283,"$2,500",4/30/2021,BEV,Hyundai Ioniq Electric,2020,4/30/2021,Leased,01742,Middlesex
M-022284,"$2,500",4/30/2021,BEV,Hyundai Kona Electric,2020,4/17/2021,Leased,01833,Essex
M-022285,"$2,500",4/30/2021,BEV,Ford Mustang Mach-E,2021,4/24/2021,Purchased,01886,Middlesex
M-022286,"$1,500",4/30/2021,PHEV+,Chrysler Pacifica,2021,4/21/2021,Purchased,02446,Norfolk
M-022287,"$1,500",4/30/2021,PHEV+,Chrysler Pacifica,2021,4/27/2021,Purchased,01375,Franklin
M-022289,"$1,500",4/30/2021,PHEV,Toyota Prius Prime,2021,4/28/2021,Purchased,01072,Franklin
M-022290,"$2,500",4/30/2021,BEV,Chevrolet Bolt EV,2021,4/30/2021,Purchased,01913,Essex
M-022291,"$2,500",4/30/2021,BEV,Chevrolet Bolt EV,2020,4/27/2021,Leased,02492,Norfolk
M-022292,"$2,500",5/1/2021,BEV,Chevrolet Bolt EV,2021,4/29/2021,Purchased,01301,Franklin
M-022293,"$2,500",5/1/2021,BEV,Hyundai Ioniq Electric,2021,4/9/2021,Purchased,01721,Middlesex
M-022294,"$1,500",5/1/2021,PHEV,Ford Fusion Energi,2020,4/30/2021,Leased,01970,Essex
M-022295,"$2,500",5/1/2021,BEV,Tesla Model Y,2021,3/5/2021,Purchased,02648,Barnstable
M-022296,"$2,500",5/1/2021,BEV,Chevrolet Bolt EV,2020,4/28/2021,Purchased,02472,Middlesex
M-022297,"$2,500",5/1/2021,BEV,Tesla Model Y,2021,3/5/2021,Purchased,01810,Essex
M-022300,"$2,500",5/1/2021,BEV,Hyundai Kona Electric,2020,4/29/2021,Leased,02155,Middlesex
M-022301,"$2,500",5/1/2021,BEV,Volkswagen ID.4 Pro S,2021,4/23/2021,Purchased,01775,Middlesex
M-022302,"$1,500",5/1/2021,PHEV,Toyota Rav4 Prime,2021,4/30/2021,Purchased,02108,Suffolk
M-022303,"$2,500",5/1/2021,BEV,Chevrolet Bolt EV,2020,4/30/2021,Leased,02081,Norfolk
M-022304,"$2,500",5/1/2021,BEV,Chevrolet Bolt EV,2021,4/26/2021,Leased,01810,Essex
M-022305,"$1,500",5/1/2021,PHEV,Toyota Prius Prime,2021,4/27/2021,Purchased,02169,Norfolk
M-022306,"$1,500",5/2/2021,PHEV,Toyota Prius Prime,2021,4/27/2021,Purchased,02019,Norfolk
M-022307,"$1,500",5/2/2021,PHEV,Toyota Prius Prime,2021,4/24/2021,Purchased,02155,Middlesex
M-022308,"$2,500",5/2/2021,BEV,Chevrolet Bolt EV,2021,4/28/2021,Purchased,02540,Barnstable
M-022309,"$2,500",5/2/2021,BEV,Volkswagen ID.4 Pro,2021,4/23/2021,Purchased,01740,Worcester
M-022310,"$1,500",5/2/2021,PHEV,Toyota Rav4 Prime,2021,4/27/2021,Purchased,02132,Suffolk
M-022311,"$2,500",5/2/2021,BEV,Volkswagen ID.4 1st Edition,2021,4/23/2021,Leased,01760,Middlesex
M-022312,"$2,500",5/2/2021,BEV,Tesla Model 3,2021,3/30/2021,Purchased,01905,Essex
M-022313,"$1,500",5/2/2021,PHEV+,Honda Clarity PHEV,2021,4/11/2021,Purchased,01756,Worcester
M-022315,"$1,500",5/2/2021,PHEV,Toyota Rav4 Prime,2021,4/24/2021,Purchased,02148,Middlesex
M-022316,"$2,500",5/2/2021,BEV,Tesla Model 3,2020,9/19/2020,Purchased,02116,Suffolk
M-022317,"$2,500",5/2/2021,BEV,Nissan LEAF SV Plus,2020,5/2/2021,Leased,02135,Suffolk
M-022319,"$2,500",5/3/2021,BEV,Tesla Model 3,2021,3/27/2021,Purchased,02090,Norfolk
M-022320,"$2,500",5/3/2021,BEV,Tesla Model Y,2021,3/22/2021,Leased,02155,Middlesex
M-022321,"$2,500",5/3/2021,BEV,Hyundai Kona Electric,2019,2/3/2021,Purchased,02446,Norfolk
M-022322,"$1,500",5/3/2021,PHEV,Toyota Prius Prime,2021,5/1/2021,Purchased,02129,Suffolk
M-022323,"$1,500",5/3/2021,PHEV,Toyota Prius Prime,2021,4/28/2021,Purchased,01720,Middlesex
M-022324,"$1,500",5/3/2021,PHEV,Toyota Prius Prime,2021,3/31/2021,Purchased,01236,Berkshire
M-022325,"$2,500",5/3/2021,BEV,Chevrolet Bolt EV,2021,4/29/2021,Purchased,01720,Middlesex
M-022326,"$2,500",5/3/2021,BEV,Chevrolet Bolt EV,2021,4/20/2021,Leased,02038,Norfolk
M-022327,"$2,500",5/3/2021,BEV,Ford Mustang Mach-E,2021,5/1/2021,Purchased,01460,Middlesex
M-022328,"$1,500",5/3/2021,PHEV,Toyota Prius Prime,2021,4/28/2021,Purchased,02169,Norfolk
M-022329,"$2,500",5/3/2021,BEV,Chevrolet Bolt EV,2020,4/24/2021,Purchased,01970,Essex
M-022330,"$1,500",5/3/2021,PHEV,Toyota Rav4 Prime,2021,4/9/2021,Purchased,02421,Middlesex
M-022331,"$1,500",5/3/2021,PHEV,Toyota Rav4 Prime,2021,5/3/2021,Purchased,02653,Barnstable
M-022332,"$2,500",5/3/2021,BEV,Hyundai Kona Electric,2020,3/31/2021,Purchased,02140,Middlesex
M-022333,"$2,500",5/3/2021,BEV,Chevrolet Bolt EV,2021,4/29/2021,Purchased,01002,Hampshire
M-022335,"$1,500",5/3/2021,PHEV,Toyota Prius Prime,2021,4/27/2021,Purchased,02134,Suffolk
M-022336,"$1,500",5/3/2021,PHEV,Toyota Rav4 Prime,2021,4/30/2021,Purchased,02478,Middlesex
M-022337,"$2,500",5/3/2021,BEV,Chevrolet Bolt EV,2021,4/22/2021,Purchased,01013,Hampden
M-022338,"$1,500",5/3/2021,PHEV,Toyota Rav4 Prime,2021,4/30/2021,Purchased,02067,Norfolk
M-022339,"$1,500",5/4/2021,PHEV,Toyota Prius Prime,2021,4/28/2021,Purchased,02720,Bristol
M-022341,"$2,500",5/4/2021,BEV,Tesla Model 3,2021,3/24/2021,Purchased,02537,Barnstable
M-022342,"$2,500",5/4/2021,BEV,Kia Niro EV,2020,4/8/2021,Leased,01082,Hampshire
M-022343,"$2,500",5/4/2021,BEV,Tesla Model 3,2021,5/1/2021,Purchased,01060,Hampshire
M-022344,"$2,500",5/4/2021,BEV,Tesla Model 3,2021,4/30/2021,Purchased,01545,Worcester
M-022346,"$1,500",5/4/2021,PHEV,Toyota Prius Prime,2021,4/30/2021,Purchased,02459,Middlesex
M-022347,"$1,500",5/4/2021,PHEV,Toyota Prius Prime,2021,4/20/2021,Purchased,02048,Bristol
M-022348,"$2,500",5/4/2021,BEV,Hyundai Kona Electric,2020,3/17/2021,Leased,02081,Norfolk
M-022349,"$2,500",5/4/2021,BEV,Tesla Model Y,2021,3/25/2021,Purchased,01473,Worcester
M-022350,"$2,500",5/4/2021,BEV,Chevrolet Bolt EV,2021,4/23/2021,Leased,01886,Middlesex
M-022351,"$2,500",5/4/2021,BEV,BMW i3,2021,4/29/2021,Purchased,01778,Middlesex
M-022352,"$1,500",5/4/2021,PHEV,Toyota Prius Prime,2021,4/24/2021,Purchased,02466,Middlesex
M-022353,"$2,500",5/4/2021,BEV,Nissan LEAF S Plus,2021,4/30/2021,Leased,01062,Hampshire
M-022354,"$2,500",5/4/2021,BEV,Hyundai Kona Electric,2021,4/26/2021,Purchased,02081,Norfolk
M-022355,"$2,500",5/4/2021,BEV,Tesla Model 3,2021,5/1/2021,Purchased,01923,Essex
M-022356,"$2,500",5/4/2021,BEV,Chevrolet Bolt EV,2021,4/28/2021,Purchased,01890,Middlesex
M-022357,"$2,500",5/4/2021,BEV,Tesla Model 3,2021,5/4/2021,Purchased,02465,Middlesex
M-022358,"$1,500",5/4/2021,PHEV,Toyota Prius Prime,2021,4/29/2021,Purchased,02140,Middlesex
M-022359,"$2,500",5/4/2021,BEV,Hyundai Kona Electric,2020,4/29/2021,Leased,02155,Middlesex
M-022360,"$2,500",5/4/2021,BEV,Ford Mustang Mach-E,2021,4/30/2021,Purchased,01748,Middlesex
M-022361,"$1,500",5/4/2021,PHEV,Toyota Prius Prime,2021,4/29/2021,Leased,02494,Norfolk
M-022362,"$1,500",5/4/2021,PHEV,Toyota Prius Prime,2021,4/24/2021,Purchased,02466,Middlesex
M-022363,"$2,500",5/5/2021,BEV,Tesla Model 3,2021,5/3/2021,Purchased,02148,Middlesex
M-022364,"$2,500",5/5/2021,BEV,Volkswagen ID.4 Pro S,2021,4/30/2021,Purchased,01028,Hampden
M-022366,"$1,500",5/5/2021,PHEV,Toyota Prius Prime,2021,4/26/2021,Purchased,01007,Hampshire
M-022367,"$2,500",5/5/2021,BEV,Nissan LEAF SL,2020,4/11/2021,Purchased,02649,Barnstable
M-022368,"$2,500",5/5/2021,BEV,Nissan LEAF SV Plus,2020,5/4/2021,Purchased,02190,Norfolk
M-022369,"$1,500",5/5/2021,PHEV+,Chrysler Pacifica,2021,4/30/2021,Purchased,01460,Middlesex
M-022370,"$1,500",5/5/2021,PHEV,Ford Fusion Energi,2020,5/3/2021,Leased,01020,Hampden
M-022371,"$2,500",5/5/2021,BEV,Ford Mustang Mach-E,2021,5/1/2021,Purchased,01748,Middlesex
M-022372,"$2,500",5/5/2021,BEV,Nissan LEAF SV,2021,5/4/2021,Leased,01376,Franklin
M-022373,"$2,500",5/5/2021,BEV,Chevrolet Bolt EV,2021,4/27/2021,Purchased,02143,Middlesex
M-022374,"$2,500",5/5/2021,BEV,Hyundai Kona Electric,2020,4/3/2021,Leased,01890,Middlesex
M-022375,"$2,500",5/5/2021,BEV,Tesla Model 3,2021,5/1/2021,Purchased,02148,Middlesex
M-022376,"$2,500",5/5/2021,BEV,Tesla Model Y SR,2021,5/5/2021,Purchased,02144,Middlesex
M-022377,"$2,500",5/5/2021,BEV,Tesla Model Y,2021,3/23/2021,Purchased,01923,Essex
M-022378,"$2,500",5/5/2021,BEV,Nissan LEAF SV Plus,2021,4/28/2021,Purchased,01370,Franklin
M-022380,"$2,500",5/5/2021,BEV,Tesla Model Y,2021,3/13/2021,Purchased,02145,Middlesex
M-022382,"$1,500",5/5/2021,PHEV,Toyota Prius Prime,2021,5/1/2021,Purchased,02127,Suffolk
M-022383,"$1,500",5/5/2021,PHEV,Toyota Prius Prime,2021,5/5/2021,Purchased,02189,Norfolk
M-022384,"$2,500",5/5/2021,BEV,Kia Niro EV,2020,4/30/2021,Purchased,01887,Middlesex
M-022385,"$2,500",5/6/2021,BEV,Tesla Model 3,2021,5/5/2021,Purchased,01801,Middlesex
M-022386,"$2,500",5/6/2021,BEV,Kia Niro EV,2020,4/15/2021,Purchased,02703,Bristol
M-022387,"$2,500",5/6/2021,BEV,Chevrolet Bolt EV,2021,4/7/2021,Purchased,01002,Hampshire
M-022389,"$2,500",5/6/2021,BEV,Volkswagen ID.4 1st Edition,2021,4/29/2021,Leased,01742,Middlesex
M-022390,"$2,500",5/6/2021,BEV,Nissan LEAF SV Plus,2020,5/3/2021,Purchased,02458,Middlesex
M-022391,"$2,500",5/6/2021,BEV,Chevrolet Bolt EV,2021,4/26/2021,Purchased,01938,Essex
M-022393,"$1,500",5/6/2021,PHEV,Toyota Rav4 Prime,2021,5/4/2021,Purchased,01605,Worcester
M-022394,"$2,500",5/6/2021,BEV,Chevrolet Bolt EV,2020,4/29/2021,Purchased,02141,Middlesex
M-022398,"$2,500",5/6/2021,BEV,Tesla Model 3,2021,5/3/2021,Purchased,02478,Middlesex
M-022399,"$1,500",5/6/2021,PHEV,Toyota Prius Prime,2021,4/17/2021,Purchased,01742,Middlesex
M-022400,"$2,500",5/6/2021,BEV,Hyundai Kona Electric,2021,4/30/2021,Leased,02067,Norfolk
M-022401,"$1,500",5/6/2021,PHEV+,Chrysler Pacifica,2021,4/19/2021,Purchased,01810,Essex
M-022402,"$1,500",5/6/2021,PHEV+,Chrysler Pacifica,2021,5/3/2021,Purchased,02472,Middlesex
M-022403,"$2,500",5/7/2021,BEV,Tesla Model 3,2021,5/5/2021,Purchased,01778,Middlesex
M-022404,"$1,500",5/7/2021,PHEV+,Chrysler Pacifica,2021,3/18/2021,Purchased,01951,Essex
M-022405,"$2,500",5/7/2021,BEV,Hyundai Kona Electric,2019,1/23/2021,Purchased,01566,Worcester
M-022406,"$2,500",5/7/2021,BEV,MINI Cooper SE Hardtop 2 Door,2021,4/3/2021,Purchased,01741,Middlesex
M-022407,"$2,500",5/7/2021,BEV,Tesla Model 3,2021,3/31/2021,Leased,02536,Barnstable
M-022408,"$1,500",5/7/2021,PHEV,Toyota Prius Prime,2021,4/22/2021,Purchased,02762,Norfolk
M-022409,"$2,500",5/7/2021,BEV,Hyundai Kona Electric,2020,3/30/2021,Leased,02048,Bristol
M-022410,"$2,500",5/7/2021,BEV,Hyundai Kona Electric,2021,4/30/2021,Leased,01420,Worcester
M-022411,"$2,500",5/7/2021,BEV,Chevrolet Bolt EV,2020,2/15/2021,Purchased,02145,Middlesex
M-022412,"$2,500",5/7/2021,BEV,MINI Cooper SE Hardtop 2 Door,2022,4/20/2021,Purchased,01720,Middlesex
M-022413,"$1,500",5/7/2021,PHEV,Toyota Prius Prime,2021,4/14/2021,Purchased,01267,Berkshire
M-022414,"$2,500",5/7/2021,BEV,Chevrolet Bolt EV,2021,4/30/2021,Leased,01810,Essex
M-022415,"$2,500",5/7/2021,BEV,Chevrolet Bolt EV,2021,4/26/2021,Purchased,02445,Norfolk
M-022416,"$2,500",5/7/2021,BEV,BMW i3,2021,4/21/2021,Purchased,02493,Middlesex
M-022418,"$2,500",5/7/2021,BEV,Volkswagen ID.4 Pro S,2021,4/30/2021,Leased,02453,Middlesex
M-022419,"$1,500",5/7/2021,PHEV,Toyota Prius Prime,2021,5/6/2021,Purchased,02145,Middlesex
M-022420,"$2,500",5/7/2021,BEV,Tesla Model 3,2021,5/7/2021,Purchased,02180,Middlesex
M-022421,"$2,500",5/8/2021,BEV,Tesla Model 3,2021,5/1/2021,Purchased,02482,Norfolk
M-022422,"$1,500",5/8/2021,PHEV,Toyota Prius Prime,2021,4/30/2021,Purchased,01062,Hampshire
M-022423,"$2,500",5/8/2021,BEV,Chevrolet Bolt EV,2021,5/1/2021,Purchased,01568,Worcester
M-022424,"$2,500",5/8/2021,BEV,Tesla Model Y SR,2021,5/5/2021,Leased,02478,Middlesex
M-022425,"$2,500",5/8/2021,BEV,Chevrolet Bolt EV,2021,3/27/2021,Purchased,01056,Hampden
M-022426,"$2,500",5/8/2021,BEV,Tesla Model 3,2021,5/6/2021,Purchased,01810,Essex
M-022427,"$2,500",5/8/2021,BEV,Chevrolet Bolt EV,2021,5/7/2021,Purchased,01346,Franklin
M-022428,"$2,500",5/8/2021,BEV,Chevrolet Bolt EV,2020,4/30/2021,Purchased,02176,Middlesex
M-022429,"$1,500",5/8/2021,PHEV,Hyundai Ioniq Plug-in Hybrid,2021,4/10/2021,Leased,01845,Essex
M-022430,"$2,500",5/8/2021,BEV,Tesla Model 3,2021,5/4/2021,Purchased,02332,Plymouth
M-022431,"$2,500",5/8/2021,BEV,Chevrolet Bolt EV,2021,5/1/2021,Purchased,02155,Middlesex
M-022432,"$2,500",5/8/2021,BEV,Chevrolet Bolt EV,2020,4/23/2021,Purchased,02134,Suffolk
M-022433,"$1,500",5/8/2021,PHEV,Toyota Prius Prime,2021,4/29/2021,Purchased,02140,Middlesex
M-022434,"$2,500",5/8/2021,BEV,Volkswagen ID.4 Pro,2021,5/8/2021,Leased,01038,Hampshire
M-022435,"$1,500",5/8/2021,PHEV,Toyota Rav4 Prime,2021,5/4/2021,Purchased,01532,Worcester
M-022436,"$2,500",5/8/2021,BEV,Chevrolet Bolt EV,2020,4/27/2021,Purchased,02155,Middlesex
M-022437,"$2,500",5/8/2021,BEV,Tesla Model 3,2021,5/7/2021,Purchased,02186,Norfolk
M-022438,"$2,500",5/8/2021,BEV,Tesla Model 3,2021,5/3/2021,Purchased,02476,Middlesex
M-022439,"$1,500",5/8/2021,PHEV,Toyota Prius Prime,2021,5/3/2021,Purchased,01905,Essex
M-022440,"$2,500",5/8/2021,BEV,Tesla Model Y,2021,5/8/2021,Purchased,01844,Essex
M-022441,"$1,500",5/8/2021,PHEV,Toyota Rav4 Prime,2021,4/17/2021,Purchased,02639,Barnstable
M-022442,"$2,500",5/8/2021,BEV,Tesla Model 3,2021,5/5/2021,Purchased,01776,Middlesex
M-022443,"$2,500",5/8/2021,BEV,Tesla Model 3,2021,5/8/2021,Purchased,02125,Suffolk
M-022444,"$2,500",5/9/2021,BEV,Volkswagen ID.4 Pro S,2021,5/4/2021,Purchased,01730,Middlesex
M-022445,"$2,500",5/9/2021,BEV,Nissan LEAF S Plus,2021,4/30/2021,Purchased,01930,Essex
M-022446,"$2,500",5/9/2021,BEV,Tesla Model Y,2021,3/22/2021,Purchased,02467,Norfolk
M-022447,"$1,500",5/9/2021,PHEV,Toyota Rav4 Prime,2021,4/19/2021,Purchased,01075,Hampshire
M-022449,"$1,500",5/9/2021,PHEV,Toyota Prius Prime,2021,5/1/2021,Purchased,02143,Middlesex
M-022450,"$2,500",5/9/2021,BEV,Volkswagen ID.4 Pro,2021,4/22/2021,Purchased,01742,Middlesex
M-022451,"$2,500",5/9/2021,BEV,Tesla Model 3,2021,12/22/2020,Leased,02155,Middlesex
M-022454,"$1,500",5/9/2021,PHEV,Toyota Rav4 Prime,2021,4/3/2021,Purchased,02170,Norfolk
M-022455,"$2,500",5/10/2021,BEV,Volkswagen ID.4 Pro S,2021,5/6/2021,Leased,02642,Barnstable
M-022456,"$1,500",5/10/2021,PHEV,Toyota Rav4 Prime,2021,4/30/2021,Purchased,02474,Middlesex
M-022457,"$1,500",5/10/2021,PHEV,Toyota Rav4 Prime,2021,4/16/2021,Purchased,02445,Norfolk
M-022458,"$2,500",5/10/2021,BEV,Tesla Model 3,2021,5/8/2021,Purchased,02472,Middlesex
M-022459,"$2,500",5/10/2021,BEV,Tesla Model 3,2021,5/8/2021,Purchased,01845,Essex
M-022460,"$2,500",5/10/2021,BEV,MINI Cooper SE Hardtop 2 Door,2022,5/3/2021,Purchased,02184,Norfolk
M-022461,"$2,500",5/10/2021,BEV,Tesla Model Y,2021,5/8/2021,Purchased,01460,Middlesex
M-022462,"$1,500",5/10/2021,PHEV+,Chrysler Pacifica,2021,5/13/2021,Purchased,02420,Middlesex
M-022463,"$2,500",5/10/2021,BEV,Ford Mustang Mach-E,2021,5/6/2021,Purchased,02790,Bristol
M-022464,"$2,500",5/10/2021,BEV,Chevrolet Bolt EV,2021,5/7/2021,Purchased,01473,Worcester
M-022465,"$1,500",5/10/2021,PHEV,Ford Fusion Energi,2020,4/10/2021,Leased,01930,Essex
M-022466,"$1,500",5/10/2021,PHEV,Toyota Rav4 Prime,2021,5/8/2021,Purchased,02180,Middlesex
M-022467,"$2,500",5/10/2021,BEV,Volkswagen ID.4 Pro S,2021,4/27/2021,Leased,02445,Norfolk
M-022468,"$1,500",5/10/2021,PHEV,Toyota Prius Prime,2021,5/3/2021,Purchased,01887,Middlesex
M-022469,"$1,500",5/10/2021,PHEV+,Chrysler Pacifica,2021,4/30/2021,Purchased,01950,Essex
M-022470,"$2,500",5/10/2021,BEV,Tesla Model 3,2021,5/7/2021,Purchased,01756,Worcester
M-022471,"$2,500",5/10/2021,BEV,Chevrolet Bolt EV,2021,4/30/2021,Purchased,01432,Middlesex
M-022472,"$2,500",5/10/2021,BEV,Chevrolet Bolt EV,2020,4/28/2021,Purchased,01060,Hampshire
M-022473,"$2,500",5/10/2021,BEV,Tesla Model 3,2021,5/10/2021,Purchased,02703,Bristol
M-022474,"$1,500",5/11/2021,PHEV,Toyota Prius Prime,2021,4/27/2021,Purchased,01027,Hampshire
M-022475,"$2,500",5/11/2021,BEV,Hyundai Ioniq Electric,2020,5/1/2021,Leased,02767,Bristol
M-022476,"$1,500",5/11/2021,PHEV,Toyota Prius Prime,2021,5/1/2021,Purchased,02476,Middlesex
M-022477,"$2,500",5/11/2021,BEV,Hyundai Kona Electric,2020,5/10/2021,Leased,01801,Middlesex
M-022478,"$2,500",5/11/2021,BEV,Chevrolet Bolt EV,2021,5/5/2021,Purchased,02140,Middlesex
M-022479,"$2,500",5/11/2021,BEV,Chevrolet Bolt EV,2021,5/6/2021,Leased,01104,Hampden
M-022480,"$2,500",5/11/2021,BEV,Chevrolet Bolt EV,2021,5/5/2021,Purchased,02668,Barnstable
M-022481,"$2,500",5/11/2021,BEV,Tesla Model 3,2021,3/19/2021,Purchased,01056,Hampden
M-022482,"$2,500",5/11/2021,BEV,Ford Mustang Mach-E,2021,5/7/2021,Purchased,01550,Worcester
M-022483,"$2,500",5/11/2021,BEV,Ford Mustang Mach-E,2021,5/10/2021,Purchased,01810,Essex
M-022485,"$1,500",5/11/2021,PHEV,Toyota Rav4 Prime,2021,5/1/2021,Purchased,02171,Norfolk
M-022486,"$1,500",5/11/2021,PHEV,Toyota Rav4 Prime,2021,4/26/2021,Purchased,02554,Nantucket
M-022487,"$2,500",5/11/2021,BEV,Chevrolet Bolt EV,2021,4/26/2021,Purchased,02536,Barnstable
M-022488,"$2,500",5/11/2021,BEV,Ford Mustang Mach-E,2021,5/10/2021,Purchased,02446,Norfolk
M-022489,"$1,500",5/11/2021,PHEV,Toyota Prius Prime,2021,5/1/2021,Purchased,02184,Norfolk
M-022490,"$2,500",5/11/2021,BEV,Tesla Model 3,2021,5/11/2021,Leased,02138,Middlesex
M-022491,"$2,500",5/11/2021,BEV,Tesla Model 3,2020,9/17/2020,Purchased,02131,Suffolk
M-022492,"$2,500",5/11/2021,BEV,Hyundai Kona Electric,2021,5/6/2021,Purchased,02148,Middlesex
M-022493,"$1,500",5/11/2021,PHEV+,Chrysler Pacifica,2021,5/8/2021,Purchased,01583,Worcester
M-022494,"$2,500",5/11/2021,BEV,Tesla Model 3,2021,5/11/2021,Leased,02129,Suffolk
M-022495,"$2,500",5/11/2021,BEV,Chevrolet Bolt EV,2021,4/23/2021,Purchased,02043,Plymouth
M-022496,"$1,500",5/11/2021,PHEV,Toyota Prius Prime,2021,4/24/2021,Purchased,02067,Norfolk
M-022497,"$2,500",5/11/2021,BEV,Chevrolet Bolt EV,2021,5/8/2021,Purchased,01721,Middlesex
M-022498,"$1,500",5/11/2021,PHEV,Toyota Prius Prime,2021,4/26/2021,Purchased,01460,Middlesex
M-022499,"$2,500",5/11/2021,BEV,Chevrolet Bolt EV,2020,5/6/2021,Purchased,02445,Norfolk
M-022500,"$1,500",5/11/2021,PHEV,Toyota Rav4 Prime,2021,3/29/2021,Purchased,01463,Middlesex
M-022502,"$2,500",5/12/2021,BEV,Tesla Model 3,2021,5/8/2021,Purchased,01887,Middlesex
M-022503,"$2,500",5/12/2021,BEV,Hyundai Kona Electric,2021,4/30/2021,Leased,02451,Middlesex
M-022504,"$2,500",5/12/2021,BEV,Chevrolet Bolt EV,2021,5/6/2021,Leased,02492,Norfolk
M-022505,"$1,500",5/12/2021,PHEV,Toyota Rav4 Prime,2021,5/8/2021,Purchased,01982,Essex
M-022506,"$1,500",5/12/2021,PHEV,Toyota Prius Prime,2021,5/10/2021,Purchased,01523,Worcester
M-022509,"$2,500",5/12/2021,BEV,Volkswagen ID.4 1st Edition,2021,4/10/2021,Purchased,02467,Norfolk
M-022510,"$2,500",5/12/2021,BEV,Tesla Model 3,2021,5/7/2021,Purchased,01930,Essex
M-022512,"$1,500",5/12/2021,PHEV,Toyota Prius Prime,2020,1/16/2021,Purchased,01886,Middlesex
M-022514,"$2,500",5/12/2021,BEV,Tesla Model 3,2021,5/5/2021,Purchased,02143,Middlesex
M-022516,"$2,500",5/12/2021,BEV,Hyundai Kona Electric,2021,5/12/2021,Leased,01602,Worcester
M-022517,"$1,500",5/12/2021,PHEV,Toyota Rav4 Prime,2021,4/30/2021,Purchased,02748,Bristol
